序号,标题,URL
Paper Cover,Paper Cover,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Paper%20Cover.png
Fig 1,Fig. 1. Research framework of U-Aerodrome.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%201.png
Fig 2,"Fig. 2. Visualization of the coordinate rotation process for trajectory points. The original coordinate system (X-O-Y) is rotated by an angle 𝜃rot to 
align the new axes (Xrot–O–Yrot) with the runway orientation.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%202.png
Fig 3,"Fig. 3. Illustration of covariance-based ellipse formation for Gaussian distributed trajectory points. Eigenvectors (red arrows) indicate the principal 
directions of spread, and their corresponding eigenvalues deﬁne the ellipse’s width and height. The ellipse encloses (1 −𝛼) × 100 % of all trajectory 
points, representing the risk-bounded dense air traﬃc zone.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%203.png
Fig 4,"Fig. 4. KDE-based probability density map of non-Gaussian distributed trajectory points. The color scale represents the kernel density estimate 
(KDE) value, corresponding to the likelihood of aircraft presence. The green contour denotes the risk-bounded dense air traﬃc zone enclosing 
(1 −𝛼) × 100 % of the total probability mass, serving as the safety envelope for aircraft trajectories.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%204.png
Fig 5,Fig. 5. Illustration of standard instrument departure procedures with runway layout.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%205.png
Fig 6,Fig. 6. Departure trajectories with classiﬁcation.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%206.png
Fig 7,Fig. 7. Bivariate normality test results for trajectory distribution.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%207.png
Fig 8,"Fig. 8. Illustration of segregation boundary determination. Note that (a) Ellipse-shaped initial boundary for Gaussian-distributed trajectories. (b) 
Contour-shaped initial boundary for non-Gaussian-distributed trajectories. Both initial boundaries are then regularized using oriented bounding 
boxes (OBB).",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%208.png
Fig 9,Fig. 9. Vertical variation of airspace occupancy.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%209.png
Fig 10,Fig. 10. Segregation boundary determination with and without Gaussian Distribution Hypothesis.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%2010.png
Fig 11,"Fig. 11. Comparison of time-dependent and static airspace occupation volumes. The red dashed line denotes a volume ratio of 1. Ratios above 1 
indicate that the time-dependent boundary volume exceeds the static counterpart; ratios below 1 indicate the opposite.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%2011.png
Fig 12,"Fig. 12. Spatiotemporal heatmap of hourly airspace occupancy by ﬂight level, distinguished by low, medium, and high utilization, color-coded in 
green, yellow, and red, respectively.",https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%2012.png
Fig 13,Fig. 13. Risk-bounded airspace reﬁnement.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%2013.png
Fig 14,Fig. 14. Operational occupancy proﬁles across ﬂight levels under varying risk constraints.,https://fastly.jsdelivr.net/gh/wenhspri/academic-images-hosting@paper/10.1016-slash-j.trc.2025.105506/Fig%2014.png
